Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
745,Harvard Forest LTER,HFRT2,1,7,na,61712,61712,Quercus rubra,,5,,,0.6,,0.6,>500kg,,794.1376598,764.0814862,794.1376598,30.05617365,,,,764.0814862,30.05617365,2.2,LL,20111116,20121115,20131029,37.7,37.8,38.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6589,0.56,1.477933691,2.883139677,-0.684421066
746,Harvard Forest LTER,HFRT2,1,7,na,61744,61744,Fagus grandifolia,,2,,,0.2,,0.2,20-100kg,,42.88966798,41.10518355,42.88966798,1.78448443,,,,41.10518355,1.78448443,6.3,RR,20111116,20121115,20131029,11.4,11.4,11.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6590,0.56,0.251512763,1.613896592,-0.958909681
747,Harvard Forest LTER,HFRT2,1,7,na,61748,61748,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,9,R,20111116,20121115,20131029,11.4,11.2,,,,,10_2013,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6591,0.38,,,
748,Harvard Forest LTER,HFRT2,1,7,na,61743,61743,Tsuga canadensis,,1.5,,,0.4,,0.4,20-100kg,,40.22969724,36.83844038,40.22969724,3.391256865,,,,36.83844038,3.391256865,11.2,RR,20111116,20121115,20131029,10.9,10.8,11.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6592,0.38,0.530360686,1.566301235,-0.644365241
749,Harvard Forest LTER,HFRT2,1,7,na,61730,61730,Pinus strobus,,4,,,0.9,,0.9,>500kg,,2226.277922,2143.374039,2226.277922,82.90388365,,,,2143.374039,82.90388365,17.7,L,20111116,20121115,20131029,57.5,58.1,58.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6593,0.34,1.918574876,3.331097966,-0.579748599
750,Harvard Forest LTER,HFRT2,1,7,na,61731,61731,Fagus grandifolia,,2,,,0.5,,0.5,20-100kg,,21.83700115,18.92853081,21.83700115,2.908470341,,,,18.92853081,2.908470341,19.7,RR,20111116,20121115,20131029,8.3,8.3,8.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6594,0.56,0.463664639,1.277116906,-0.49417304
751,Harvard Forest LTER,HFRT2,1,7,na,61849,61849,Kalmia latifolia,,2,,,,,,,,,,,,,,,,,29.7,C,20111116,20121115,20131029,,2.1,2.1,3.1,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6595,0.62,,,
752,Harvard Forest LTER,HFRT2,1,7,na,61845,61845,Hamamelis virginiana,,2,,,0.2,,0.2,5-20kg,,9.650242352,8.918730469,9.650242352,0.731511883,,,,8.918730469,0.731511883,31.9,R,20111116,20121115,20131029,6.1,6.1,6.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6596,0.56,-0.135778615,0.950303039,-0.848505894
753,Harvard Forest LTER,HFRT2,2,7,61845,,,,5628,2,,,,,,,,,,,,,,,,,31.9,R,20121115,20121115,20131029,,1,1.2,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6597,0.56,,,
754,Harvard Forest LTER,HFRT2,2,7,61845,61809,,Acer rubrum,,,,,,,,,,,,,,,,,,,31.9,R,20121115,20121115,20131029,1.5,,,,,,,,,Colby,Lindsey,Amanda,,,,,couldn't find,,,,,,,6598,0.56,,,
755,Harvard Forest LTER,HFRT2,1,7,na,61810,61810,Kalmia latifolia,,1.5,,,,,,,,,,,,,,,,,33.2,R,20111116,20121115,20131029,,1.1,1.1,2.6,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6599,0.62,,,
756,Harvard Forest LTER,HFRT2,2,7,na,,,,5627,1.5,,,,,,,,,,,,,,,,,33.3,C,20121115,20121115,20131029,,,,,1.9,2,,,,Colby,Lindsey,Amanda,,,,kl,,,,,,,,6600,0.62,,,
757,Harvard Forest LTER,HFRT2,1,7,na,,,,5136,,,,,0.1,0.1,<1kg,,0.822681166,,,,0.822681166,0.822681166,0,0.822681166,0,34.1,L,20111116,20121115,20131029,,,,2.3,2.3,2.4,,,,Colby,Lindsey,Amanda,,,,kl,,,,,L,,,6601,0.62,,-0.084768445,
758,Harvard Forest LTER,HFRT2,2,7,na,,,,5626,1.5,,,,0.2,0.2,,,,,,,0.338935271,,0.451968277,,,34.4,R,20121115,20121115,20131029,,,,1.6,,1.8,,,,Colby,Lindsey,Amanda,,,,kl,,,,,,,,6602,0.62,,,
759,Harvard Forest LTER,HFRT2,1,7,na,61819,61819,Kalmia latifolia,,2,,,,,,,,,,,,,,,,,34.7,L,20111116,20121115,20131029,,1,1.1,3.3,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6603,0.62,,,
760,Harvard Forest LTER,HFRT2,2,7,61819,61816,,Kalmia latifolia,,,,,,,,,,,,,,,,,,,34.7,L,20121115,20121115,20131029,,1.1,1.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6604,0.62,,,
761,Harvard Forest LTER,HFRT2,2,7,61819,61817,,Kalmia latifolia,,,,,,,,,,,,,,,,,,,34.7,L,20121115,20121115,20131029,,1.5,1.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6605,0.62,,,
762,Harvard Forest LTER,HFRT2,2,7,61819,61818,,Kalmia latifolia,,,,,,,,,,,,,,,,,,,34.7,L,20121115,20121115,20131029,,1,1.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6606,0.62,,,
763,Harvard Forest LTER,HFRT2,1,7,na,61815,61815,Quercus rubra,,4,,,0.7,,0.7,>500kg,,804.3089106,769.0433134,804.3089106,35.26559722,,,,769.0433134,35.26559722,35.3,RR,20111116,20121115,20131029,37.8,38.2,38.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6607,0.56,1.547351243,2.8859508,-0.617111857
764,Harvard Forest LTER,HFRT2,1,7,na,61820,61820,Kalmia latifolia,,2,,,,,,,,,,,,,,,,,36.2,R,20111116,20121115,20131029,,1.55,1.6,2.5,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6608,0.62,,,
765,Harvard Forest LTER,HFRT2,2,7,61820,61821,,,,,,,,,,,,,,,,,,,,,36.2,R,20121115,20121115,20131029,,1.1,1.2,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6609,0.62,,,
766,Harvard Forest LTER,HFRT2,1,7,na,61822,61822,Kalmia latifolia,,1.5,,,,,,,,,,,,,,,,,36.7,R,20111116,20121115,20131029,,1,1.1,2.3,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6610,0.62,,,
767,Harvard Forest LTER,HFRT2,2,7,61822,61823,,,,,,,,,,,,,,,,,,,,,36.7,R,20121115,20121115,20131029,,1,1.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6611,0.62,,,
768,Harvard Forest LTER,HFRT2,1,7,na,61824,61824,Tsuga canadensis,,,,,0.4,,0.4,1-5kg,,3.37821232,2.628757352,3.37821232,0.749454968,,,,2.628757352,0.749454968,37.1,L,20111116,20121115,20131029,3.7,3.8,4.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6612,0.38,-0.125254457,0.4197505,-0.440067332
769,Harvard Forest LTER,HFRT2,1,7,na,,,,5135,1.5,,,,0,0,<1kg,,0.135672746,,,,0.135672746,0.135672746,0,0.135672746,0,38,RR,20111116,20121115,20131029,,,,1.1,1.1,1.1,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6613,0.62,,-0.867507385,
770,Harvard Forest LTER,HFRT2,1,7,na,,,,5134,2,,,,0.1,0.1,<1kg,,0.738005177,,,,0.738005177,0.738005177,0,0.738005177,0,39,L,20111116,20121115,20131029,,,,2.2,2.2,2.3,,,,Colby,Lindsey,Amanda,,,,kl,,,,,L,,,6614,0.62,,-0.131940592,
771,Harvard Forest LTER,HFRT2,1,7,na,,,,5133,2,,,,0.3,0.3,<1kg,,0.822681166,,,,0.738005177,0.822681166,0.084675989,0.738005177,0.084675989,40.2,R,20111116,20121115,20131029,,,,2.2,2.3,2.5,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6615,0.62,-1.072239722,-0.131940592,-0.973284278
772,Harvard Forest LTER,HFRT2,1,7,na,61934,61934,Kalmia latifolia,,,,,0.2,,0.2,1-5kg,,1.706050516,1.449502923,1.706050516,0.256547593,,,,1.449502923,0.256547593,42,R,20111116,20121115,20131029,2.9,2.9,3.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6616,0.62,-0.590832056,0.161219095,-0.711746377
773,Harvard Forest LTER,HFRT2,1,7,na,,,,5132,1.5,,,,0.3,0.3,<1kg,,0.451968277,,,,0.393053372,0.451968277,0.058914905,0.393053372,0.058914905,42.1,RR,20111116,20121115,20131029,,,,1.7,1.8,2,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6617,0.62,-1.229774818,-0.405548474,-0.925613463
774,Harvard Forest LTER,HFRT2,1,7,na,,,,5131,1.5,,,,0.1,0.1,<1kg,,0.584677501,,,,0.515803175,0.584677501,0.068874325,0.515803175,0.068874325,44.3,RR,20111116,20121115,20131029,,,,1.9,2,2,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6618,0.62,-1.161942644,-0.287515989,-0.946305653
775,Harvard Forest LTER,HFRT2,1,7,na,61882,61882,Fraxinus americana,,1.5,,,0.1,,0.1,20-100kg,,21.83700115,21.23561687,21.83700115,0.601384276,,,,21.23561687,0.601384276,45.1,LL,20111116,20121115,20131029,8.7,8.7,8.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6619,0.55,-0.220847931,1.327064881,-1.216146592
776,Harvard Forest LTER,HFRT2,1,7,na,61938,61938,Tsuga canadensis,,2,,,0.3,,0.3,100-500kg,,123.7929661,118.7845048,123.7929661,5.008461316,,,,118.7845048,5.008461316,46,R,20111116,20121115,20131029,17.6,17.8,17.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6620,0.38,0.699704324,2.074759791,-0.85636552
777,Harvard Forest LTER,HFRT2,1,7,61938,61939,61939,Tsuga canadensis,,1,,,0.1,,0.1,20-100kg,,20.06248535,19.49063655,20.06248535,0.571848798,,,,19.49063655,0.571848798,46,R,20111116,20121115,20131029,8.4,8.4,8.5,,,,,,,Colby,Lindsey,Amanda,,,2 STEMS,,,,,,R,,,6621,0.38,-0.242718787,1.289826023,-1.210088305
778,Harvard Forest LTER,HFRT2,1,8,na,61940,61940,Tsuga canadensis,,1.5,,,0.3,,0.3,1-5kg,,2.628757352,2.138052285,2.628757352,0.490705068,,,,2.138052285,0.490705068,0.1,C,20111116,20121115,20131029,3.4,3.5,3.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6622,0.38,-0.309179457,0.330018321,-0.556693198
779,Harvard Forest LTER,HFRT2,1,8,na,61933,61933,Betula alleghaniensis,,2.5,,,0.2,,0.2,20-100kg,,38.51201891,36.83844038,38.51201891,1.673578536,,,,36.83844038,1.673578536,0.9,R,20111116,20121115,20131029,10.9,10.9,11.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6623,0.55,0.223646097,1.566301235,-0.951079829
780,Harvard Forest LTER,HFRT2,1,8,na,61914,,,,2.5,,,0.5,,0.5,100-500kg,,154.5173666,145.0623205,154.5173666,9.455046075,,,,145.0623205,9.455046075,4.7,L,20111116,20121115,20131029,19.1,19.3,19.6,,,,,j,,Colby,Lindsey,Amanda,,,,tc tag is 061914,,,,,L,,,6624,0.38,0.97566365,2.16155462,-0.645502316
781,Harvard Forest LTER,HFRT2,1,8,na,61915,61915,Betula alleghaniensis,,2.5,,,0,,0,5-20kg,,9.650242352,9.650242352,9.650242352,0,,,,9.650242352,0,7.5,C,20111116,20121115,20131029,6.3,6.3,6.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6625,0.55,,0.98453822,
782,Harvard Forest LTER,HFRT2,1,8,na,61917,61917,Tsuga canadensis,,2,,,0.4,,0.4,5-20kg,,15.75758558,13.83180941,15.75758558,1.925776167,,,,13.83180941,1.925776167,7.8,L,20111116,20121115,20131029,7.3,7.4,7.7,,,,,,,Colby,Lindsey,Amanda,,,2 STEMS,,,,,,L,,,6626,0.38,0.284605808,1.140878996,-0.571053439
783,Harvard Forest LTER,HFRT2,2,8,61917,61916,,,,1,,,,,,,,,,,,,,,,,7.8,L,20121115,20121115,20131029,,1.6,1.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6627,0.38,,,
784,Harvard Forest LTER,HFRT2,1,8,61917,61918,61918,Tsuga canadensis,,1.5,,,0.1,,0.1,5-20kg,,8.221034637,7.884713,8.221034637,0.336321637,,,,7.884713,0.336321637,7.8,L,20111116,20121115,20131029,5.8,5.8,5.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6628,0.38,-0.473245192,0.89678589,-1.145834609
785,Harvard Forest LTER,HFRT2,1,8,na,61921,61921,Tsuga canadensis,,1.5,,,0.1,,0.1,20-100kg,,28.40602752,27.70296927,28.40602752,0.703058256,,,,27.70296927,0.703058256,9.4,C,20111116,20121115,20131029,9.7,9.7,9.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6629,0.38,-0.153008687,1.44252632,-1.234903428
786,Harvard Forest LTER,HFRT2,1,8,na,61922,61922,Tsuga canadensis,,1.5,,,0,,0,1-5kg,,3.795157105,3.795157105,3.795157105,0,,,,3.795157105,0,9.5,C,20111116,20121115,20131029,4.3,4.2,4.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6630,0.38,,0.579229759,
787,Harvard Forest LTER,HFRT2,1,8,na,62037,62037,Acer rubrum,,4,,,1.5,,1.5,100-500kg,,238.2476004,202.6398159,238.2476004,35.60778451,,,,202.6398159,35.60778451,11,L,20111116,20121115,20131029,21.9,22.5,23.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6631,0.49,1.551544953,2.306724782,-0.178498634
788,Harvard Forest LTER,HFRT2,1,8,na,62038,62038,Tsuga canadensis,,,,,0.3,,0.3,5-20kg,,9.280228739,8.221034637,9.280228739,1.059194102,,,,8.221034637,1.059194102,13.7,LL,20111116,20121115,20131029,5.9,6,6.2,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6632,0.38,0.024975554,0.914926478,-0.661219305
789,Harvard Forest LTER,HFRT2,2,8,62038,,,,5624,,,,,,,,,,,,,,,,,,13.7,LL,20121115,20121115,20131029,,1.4,1.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6633,0.38,,,
790,Harvard Forest LTER,HFRT2,2,8,62038,,,,5625,,,,,,,,,,,,,,,,,,13.7,LL,20121115,20121115,20131029,,1.4,1.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6634,0.38,,,
791,Harvard Forest LTER,HFRT2,1,8,na,62039,62039,Tsuga canadensis,,2.5,,,0.8,,0.8,100-500kg,,180.7702829,164.3270859,180.7702829,16.44319695,,,,164.3270859,16.44319695,14.3,RR,20111116,20121115,20131029,20.1,20.3,20.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6635,0.38,1.215986259,2.215709154,-0.445795607
792,Harvard Forest LTER,HFRT2,1,8,na,62040,62040,Tsuga canadensis,,2,,,0.2,,0.2,1-5kg,,2.628757352,2.294985014,2.628757352,0.333772338,,,,2.294985014,0.333772338,16.2,R,20111116,20121115,20131029,3.5,3.6,3.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6636,0.38,-0.476549659,0.360779854,-0.74713455
793,Harvard Forest LTER,HFRT2,1,8,na,62045,62045,Acer rubrum,,4,,,1,,1,100-500kg,,152.598112,134.1787389,152.598112,18.41937307,,,,134.1787389,18.41937307,16.5,L,20111116,20121115,20131029,18.5,18.5,19.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6637,0.49,1.265274844,2.127683706,-0.330487935
794,Harvard Forest LTER,HFRT2,1,8,na,62046,62046,Kalmia latifolia,,2,,,,,,,,,,,,,,,,,17,R,20111116,20121115,20131029,,1.1,1.2,2.3,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6638,0.62,,,
795,Harvard Forest LTER,HFRT2,1,8,na,62047,62047,Tsuga canadensis,,2,,,0.5,,0.5,20-100kg,,89.85254615,83.02031841,89.85254615,6.832227742,,,,83.02031841,6.832227742,17.4,LL,20111116,20121115,20131029,15.2,15.4,15.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6639,0.38,0.834562334,1.919184395,-0.604825962
796,Harvard Forest LTER,HFRT2,1,8,na,62048,62048,Pinus strobus,,4,,,0.3,,0.3,100-500kg,,211.8032015,204.908233,211.8032015,6.89496857,,,,204.908233,6.89496857,18.5,LL,20111116,20121115,20131029,22,22.1,22.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6640,0.34,0.838532291,2.311559408,-0.895137265
797,Harvard Forest LTER,HFRT2,1,8,na,62009,62009,Tsuga canadensis,,4,,,0.1,,0.1,20-100kg,,71.51764334,70.30175342,71.51764334,1.21588992,,,,70.30175342,1.21588992,22.3,L,20111116,20121115,20131029,14.2,14.2,14.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6641,0.38,0.084894258,1.846966157,-1.30033036
798,Harvard Forest LTER,HFRT2,1,8,na,62010,62010,Tsuga canadensis,,4,,,0.4,,0.4,100-500kg,,230.8529669,221.206951,230.8529669,9.646015946,,,,221.206951,9.646015946,22.4,C,20111116,20121115,20131029,22.7,22.9,23.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6642,0.38,0.984347976,2.34479877,-0.774251102
799,Harvard Forest LTER,HFRT2,1,8,na,62011,62011,Tsuga canadensis,,3,,,0.2,,0.2,100-500kg,,123.7929661,120.4404207,123.7929661,3.352545359,,,,120.4404207,3.352545359,24.3,R,20111116,20121115,20131029,17.7,17.7,17.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6643,0.38,0.525374662,2.080772264,-1.035204535
800,Harvard Forest LTER,HFRT2,1,8,na,62012,62012,Tsuga canadensis,,4,,,0.3,,0.3,100-500kg,,113.8977751,109.1318524,113.8977751,4.765922699,,,,109.1318524,4.765922699,25,R,20111116,20121115,20131029,17,17.1,17.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6644,0.38,0.678146994,2.037951527,-0.850316651
801,Harvard Forest LTER,HFRT2,1,8,na,62014,62014,Picea rubens,,4,,,0.5,,0.5,100-500kg,,302.4421656,288.319875,302.4421656,14.12229055,,,,288.319875,14.12229055,28.2,R,20111116,20121115,20131029,25.3,25.5,25.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6645,0.37,1.149905142,2.459874581,-0.695000793
802,Harvard Forest LTER,HFRT2,1,8,na,,,,5130,1.5,,,,0.3,0.3,<1kg,,0.393053372,,,,0.338935271,0.393053372,0.054118102,0.338935271,0.054118102,32.4,LL,20111116,20121115,20131029,,,,1.6,1.7,1.9,,,,Colby,Lindsey,Amanda,,,,kl,,,,,L,,,6646,0.62,-1.266657443,-0.469883234,-0.914245017
803,Harvard Forest LTER,HFRT2,1,8,na,62131,62131,Tsuga canadensis,,3,,,0.4,,0.4,100-500kg,,176.5725247,168.3511767,176.5725247,8.22134799,,,,168.3511767,8.22134799,35.4,L,20111116,20121115,20131029,20.3,20.4,20.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6647,0.38,0.914943031,2.226216156,-0.754719086
804,Harvard Forest LTER,HFRT2,2,8,na,62135,,,,1.5,,,,,,,,,,,,,,,,,37.8,C,20121115,20121115,20131029,,7.2,7.3,,,,,,,Colby,Lindsey,Amanda,,,,tc,,,,,,,,6648,0.38,,,
805,Harvard Forest LTER,HFRT2,1,8,na,,,,5128,1.5,,,,0.3,0.3,<1kg,,0.289486676,,,,0.244575777,0.289486676,0.044910898,0.244575777,0.044910898,38,R,20111116,20121115,20131029,,,,1.4,1.5,1.7,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6649,0.62,-1.347648261,-0.611586558,-0.888958343
806,Harvard Forest LTER,HFRT2,1,8,na,,,,5129,1.5,,,,0.4,0.4,<1kg,,0.289486676,,,,0.204065773,0.289486676,0.085420903,0.204065773,0.085420903,38,L,20111116,20121115,20131029,,,,1.3,1.5,1.7,,,,Colby,Lindsey,Amanda,,,,kl,,,,,L,,,6650,0.62,-1.068435842,-0.690229831,-0.550763468
807,Harvard Forest LTER,HFRT2,1,8,na,62136,62136,Kalmia latifolia,,1.5,,,,,,,,,,,,,,,,,39.2,R,20111116,20121115,20131029,,2.5,2.6,3.5,,,,g,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6651,0.62,,,
808,Harvard Forest LTER,HFRT2,2,8,62136,62137,,Kalmia latifolia,,,,,,,,,,,,,,,,,,,39.2,R,20121115,20121115,20131029,,1.9,2,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,,,,6652,0.62,,,
809,Harvard Forest LTER,HFRT2,1,8,na,62138,62138,Tsuga canadensis,,4,,,0.3,,0.3,>500kg,,1457.159908,1435.500746,1457.159908,21.6591614,,,,1435.500746,21.6591614,40.8,RR,20111116,20121115,20131029,48.8,48.9,49.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6653,0.38,1.335641638,3.157003423,-1.032110929
810,Harvard Forest LTER,HFRT2,1,8,na,62111,62111,Tsuga canadensis,,1.5,,,0.5,,0.5,100-500kg,,261.2633656,248.3221056,261.2633656,12.94125997,,,,248.3221056,12.94125997,46.8,R,20111116,20121115,20131029,23.8,24,24.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6654,0.38,1.111976562,2.395015382,-0.684284975
811,Harvard Forest LTER,HFRT2,1,8,na,,,,5127,1.5,,,,0,0,<1kg,,0.167814299,,,,0.167814299,0.167814299,0,0.167814299,0,49,C,20111116,20121115,20131029,,,,1.2,1.2,1.2,,,,Colby,Lindsey,Amanda,,,,kl,,,,,C,,,6655,0.62,,-0.775171037,
812,Harvard Forest LTER,HFRT2,1,9,na,71708,71708,Acer rubrum,,4,,,0.7,,0.7,100-500kg,,141.3787072,128.924075,141.3787072,12.45463221,,,,128.924075,12.45463221,1.8,LL,20111116,20121115,20131029,18.2,18.4,18.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6656,0.49,1.095330907,2.110334024,-0.487419611
813,Harvard Forest LTER,HFRT2,1,9,na,71709,71709,Tsuga canadensis,,1.5,,,0.7,,0.7,20-100kg,,94.10588108,84.36126799,94.10588108,9.744613087,,,,84.36126799,9.744613087,1.9,C,20111116,20121115,20131029,15.3,15.7,16,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6657,0.38,0.9887646,1.926143099,-0.455842724
814,Harvard Forest LTER,HFRT2,1,9,na,71710,71710,Acer rubrum,,1.5,,,,,,,,,,,,,,,,,3.4,R,20111116,20121115,20131029,4.3,4.4,,,,,10_2013,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6658,0.49,,,
815,Harvard Forest LTER,HFRT2,1,9,na,71712,71712,Acer rubrum,,2.5,,,0.4,,0.4,20-100kg,,95.54954331,89.85254615,95.54954331,5.69699716,,,,89.85254615,5.69699716,4.2,L,20111116,20121115,20131029,15.7,15.7,16.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6659,0.49,0.755646003,1.953530388,-0.709501788
816,Harvard Forest LTER,HFRT2,1,9,na,71715,71715,Tsuga canadensis,,1.5,,,0.2,,0.2,5-20kg,,11.63014464,10.81197901,11.63014464,0.818165622,,,,10.81197901,0.818165622,5.5,R,20111116,20121115,20131029,6.6,6.8,6.8,,,,,,,Colby,Lindsey,Amanda,,,2 STEMS,,,,,,C,,,6660,0.38,-0.087158773,1.033905194,-0.862587668
817,Harvard Forest LTER,HFRT2,1,9,71715,71716,71716,Tsuga canadensis,,,,,0.1,,0.1,1-5kg,,3.180410484,2.989619757,3.180410484,0.190790727,,,,2.989619757,0.190790727,5.5,R,20111116,20121115,20131029,3.9,3.9,4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6661,0.38,-0.719442737,0.475615955,-1.076154703
818,Harvard Forest LTER,HFRT2,1,9,na,71738,71738,Pinus strobus,,5,,,2,,2,>500kg,,641.6637819,555.9673533,641.6637819,85.69642857,,,,555.9673533,85.69642857,11,RR,20111116,20121115,20131029,33.1,34.1,35.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6662,0.34,1.932962723,2.74504929,-0.125824245
819,Harvard Forest LTER,HFRT2,1,9,na,71731,71731,Tsuga canadensis,,4,,,0.4,,0.4,>500kg,,677.9893511,659.678862,677.9893511,18.31048916,,,,659.678862,18.31048916,18,L,20111116,20121115,20131029,35.5,35.7,35.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6663,0.38,1.262699947,2.819332568,-0.85179948
820,Harvard Forest LTER,HFRT2,1,9,na,71732,71732,Tsuga canadensis,,1,,,0.4,,0.4,5-20kg,,18.92853081,16.77650092,18.92853081,2.152029884,,,,16.77650092,2.152029884,18.7,C,20111116,20121115,20131029,7.9,8.1,8.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6664,0.38,0.332848298,1.224701385,-0.585677741
821,Harvard Forest LTER,HFRT2,3,9,na,,,,5692,1.5,,,,,,,,,,,,,,,,,20.5,L,,,20131029,,,,,,1.2,,,,,,,,,,,,,,,,,,,0.62,,,
822,Harvard Forest LTER,HFRT2,1,9,na,,,,5119,1.5,,,,0.2,0.2,<1kg,,0.515803175,,,,0.393053372,0.515803175,0.122749803,0.393053372,0.122749803,21,C,20111116,20121115,20131029,,,,1.7,1.9,1.9,,,,Colby,Lindsey,Amanda,,,,kl,,,,,C,,,6665,0.62,-0.910979196,-0.405548474,-0.606817841
823,Harvard Forest LTER,HFRT2,3,9,na,,,,5693,1.5,,,,,,,,,,,,,,,,,22,R,,,20131029,,,,,,1.2,,,,,,,,,,,,,,,,,,,0.62,,,
824,Harvard Forest LTER,HFRT2,1,9,na,,,,5120,1.5,,,,0.1,0.1,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,22.6,C,20111116,20121115,20131029,,,,1.4,1.4,1.5,,,,Colby,Lindsey,Amanda,,,,kl,,,,,C,,,6666,0.62,,-0.611586558,
825,Harvard Forest LTER,HFRT2,1,9,na,,,,5121,1.5,,,,0.1,0.1,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,23.5,L,20111116,20121115,20131029,,,,1.3,1.3,1.4,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6667,0.38,,-0.690229831,
