Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
826,Harvard Forest LTER,HFRT2,1,9,na,,,,5122,1.5,,,,0,0,<1kg,,0.822681166,,,,0.822681166,0.822681166,0,0.822681166,0,24,RR,20111116,20121115,20131029,,,,2.3,2.3,2.3,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6668,0.62,,-0.084768445,
827,Harvard Forest LTER,HFRT2,1,9,na,,,,5123,1.5,,,,0.3,0.3,<1kg,,0.451968277,,,,0.393053372,0.451968277,0.058914905,0.393053372,0.058914905,26.1,R,20111116,20121115,20131029,,,,1.7,1.8,2,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6669,0.62,-1.229774818,-0.405548474,-0.925613463
828,Harvard Forest LTER,HFRT2,1,9,na,71774,71774,Tsuga canadensis,,4,,,0.6,,0.6,>500kg,,932.3854564,899.3163058,932.3854564,33.06915067,,,,899.3163058,33.06915067,32,R,20111116,20121115,20131029,40.3,40.5,40.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6670,0.38,1.519423041,2.953912468,-0.69601131
829,Harvard Forest LTER,HFRT2,1,9,na,61833,61833,Tsuga canadensis,,1,Dead,Dead,0.1,,0.1,100-500kg,,191.5206658,189.3412102,191.5206658,2.17945559,,,,189.3412102,2.17945559,39.7,LL,20111116,20121115,20131029,21.3,21,21.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6671,0.38,0.338348024,2.277245149,-1.369585838
830,Harvard Forest LTER,HFRT2,1,9,na,71841,71841,Betula lenta,,3,,,0.2,,0.2,100-500kg,,118.7845048,115.5132161,118.7845048,3.271288621,,,,115.5132161,3.271288621,41.1,R,20111116,20121115,20131029,17.4,17.5,17.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6672,0.6,0.514718863,2.062631676,-1.032254894
831,Harvard Forest LTER,HFRT2,1,9,na,71824,71824,Betula papyrifera,,3,,,0,,0,100-500kg,,117.1421146,117.1421146,117.1421146,0,,,,117.1421146,0,45.3,C,20111116,20121115,20131029,17.5,17.5,17.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6673,0.48,,2.068713059,
832,Harvard Forest LTER,HFRT2,1,9,na,71827,71827,Tsuga canadensis,,1.5,,,-0.1,,-0.1,1-5kg,,2.458525676,2.628757352,2.458525676,-0.170231677,,,,2.628757352,-0.170231677,49.3,R,20111116,20121115,20131029,3.7,3.6,3.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6674,0.38,,0.4197505,
833,Harvard Forest LTER,HFRT2,1,10,na,71863,71863,Tsuga canadensis,,1.5,,,0.1,,0.1,5-20kg,,17.83334171,17.30015407,17.83334171,0.533187638,,,,17.30015407,0.533187638,0.9,C,20111116,20121115,20131029,8,8,8.1,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6675,0.38,-0.273119928,1.238049971,-1.201657406
834,Harvard Forest LTER,HFRT2,1,10,na,71846,71846,Tsuga canadensis,,2,lost topstem,,0.3,,0.3,100-500kg,,107.5698964,102.9635957,107.5698964,4.606300665,,,,102.9635957,4.606300665,3.5,R,20111116,20121115,20131029,16.6,16.8,16.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6676,0.38,0.663352282,2.012683701,-0.846160493
835,Harvard Forest LTER,HFRT2,1,10,na,71845,71845,Pinus strobus,,5,,,0.4,,0.4,>500kg,,1139.540789,1114.618386,1139.540789,24.92240314,,,,1114.618386,24.92240314,3.6,L,20111116,20121115,20131029,44,43.7,44.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6677,0.34,1.396589917,3.047126203,-0.888754735
836,Harvard Forest LTER,HFRT2,1,10,na,71849,71849,Tsuga canadensis,,4,,,0.8,,0.8,>500kg,,954.8244663,910.261002,954.8244663,44.56346433,,,,910.261002,44.56346433,10.3,C,20111116,20121115,20131029,40.5,41,41.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6678,0.38,1.648978945,2.959165937,-0.570395507
837,Harvard Forest LTER,HFRT2,1,10,na,71900,71900,Tsuga canadensis,,3,,,0.9,,0.9,100-500kg,,164.3270859,146.925149,164.3270859,17.40193692,,,,146.925149,17.40193692,17.5,C,20111116,20121115,20131029,19.2,19.5,20.1,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,C,,,6679,0.38,1.24059759,2.16709614,-0.384724515
838,Harvard Forest LTER,HFRT2,1,10,na,71901,71901,Betula alleghaniensis,,1.5,Dead,Dead,0.2,,0.2,5-20kg,,5.486340946,4.965495025,5.486340946,0.520845922,,,,4.965495025,0.520845922,19.5,C,20111116,20121115,20131029,4.8,5,5,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,C,,,6680,0.55,-0.283290732,0.695962551,-0.805262645
839,Harvard Forest LTER,HFRT2,1,10,na,,,,5124,,,,,0,0,<1kg,,0.244575777,,,,0.289486676,0.244575777,-0.044910898,0.289486676,-0.044910898,23,RR,20111116,20121115,20131029,,,,1.5,1.4,1.5,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6681,0.62,,-0.53837142,
840,Harvard Forest LTER,HFRT2,1,10,na,71927,71927,Betula alleghaniensis,,4,,,0.5,,0.5,20-100kg,,25.6559144,22.44833159,25.6559144,3.207582805,,,,22.44833159,3.207582805,24.1,C,20111116,20121115,20131029,8.9,9.1,9.4,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,C,,,6682,0.55,0.506177877,1.351184069,-0.507210175
841,Harvard Forest LTER,HFRT2,1,10,na,71929,71929,Betula alleghaniensis,,2,,,0.1,,0.1,5-20kg,,12.48379557,12.05250557,12.48379557,0.431290006,,,,12.05250557,0.431290006,25.7,C,20111116,20121115,20131029,6.9,6.9,7,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,C,,,6683,0.55,-0.365230605,1.081077341,-1.176038611
842,Harvard Forest LTER,HFRT2,1,10,na,71930,71930,Tsuga canadensis,,3,,,0.5,,0.5,100-500kg,,185.026429,174.4954634,185.026429,10.5309656,,,,174.4954634,10.5309656,26,L,20111116,20121115,20131029,20.6,20.8,21.1,,,,,,,Colby,Lindsey,Amanda,,,"POSSIBLE 701É, 2 STEMS",,,,,,L,,,6684,0.38,1.022468194,2.24178414,-0.658869911
843,Harvard Forest LTER,HFRT2,1,10,71930,71931,71931,Tsuga canadensis,,1.5,,,0.1,,0.1,20-100kg,,44.71912244,43.79875249,44.71912244,0.92036995,,,,43.79875249,0.92036995,26,L,20111116,20121115,20131029,11.7,11.7,11.8,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,L,,,6685,0.38,-0.036037569,1.641461741,-1.267133875
844,Harvard Forest LTER,HFRT2,1,10,na,62029,62029,Acer rubrum,,3,,,0.4,,0.4,100-500kg,,120.4404207,113.8977751,120.4404207,6.542645626,,,,113.8977751,6.542645626,26.5,LL,20111116,20121115,20131029,17.3,17.5,17.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6686,0.49,0.815753398,2.056515241,-0.726633032
845,Harvard Forest LTER,HFRT2,1,10,na,62028,62028,Acer rubrum,,4,,,0.7,,0.7,100-500kg,,356.6242978,334.9263247,356.6242978,21.69797316,,,,334.9263247,21.69797316,27,LL,20111116,20121115,20131029,26.9,27.3,27.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6687,0.49,1.336419168,2.524949284,-0.557292795
846,Harvard Forest LTER,HFRT2,1,10,na,71934,71934,Tsuga canadensis,,2,,,-0.1,,-0.1,20-100kg,,67.90682771,69.09816104,67.90682771,-1.191333329,,,,69.09816104,-1.191333329,30.8,L,20111116,20121115,20131029,14.1,13.9,14,,,,,,,Colby,Lindsey,Amanda,,,"POSSIBLE 701É, 2 STEMS",,,,,,C,,,6688,0.38,,1.839466489,
847,Harvard Forest LTER,HFRT2,1,10,71934,71935,71935,Tsuga canadensis,,1,,,0.1,,0.1,1-5kg,,2.458525676,2.294985014,2.458525676,0.163540662,,,,2.294985014,0.163540662,30.8,C,20111116,20121115,20131029,3.5,3.6,3.6,,,,,,,Colby,Lindsey,Amanda,,,POSSIBLE 701É,,,,,,C,,,6689,0.38,-0.786374249,0.360779854,-1.056959139
848,Harvard Forest LTER,HFRT2,1,10,na,72045,72045,Tsuga canadensis,,2.5,,,0.7,,0.7,>500kg,,673.3839536,641.6637819,673.3839536,31.72017171,,,,641.6637819,31.72017171,31.7,R,20111116,20121115,20131029,35.1,35.1,35.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6690,0.38,1.50133553,2.807307527,-0.604145115
849,Harvard Forest LTER,HFRT2,1,10,na,72017,72017,Acer rubrum,,4,,,0.1,,0.1,100-500kg,,385.711869,382.4132676,385.711869,3.298601346,,,,382.4132676,3.298601346,36.4,C,20111116,20121115,20131029,28.4,28.5,28.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6691,0.49,0.518329832,2.582532951,-1.418569882
850,Harvard Forest LTER,HFRT2,1,10,72017,72018,72018,Acer rubrum,,4,,,0.4,,0.4,100-500kg,,195.92386,187.1764748,195.92386,8.747385199,,,,187.1764748,8.747385199,36.4,C,20111116,20121115,20131029,21.2,21.4,21.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6692,0.49,0.941878251,2.272251264,-0.762310196
851,Harvard Forest LTER,HFRT2,1,10,72017,72019,72019,Acer rubrum,,3,,,0.4,,0.4,100-500kg,,158.3984691,150.6930124,158.3984691,7.705456733,,,,150.6930124,7.705456733,36.4,C,20111116,20121115,20131029,19.4,19.6,19.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6693,0.49,0.886798386,2.178093115,-0.74677145
852,Harvard Forest LTER,HFRT2,1,10,72017,72020,72020,Acer rubrum,,3,,,0.9,,0.9,100-500kg,,101.4545678,88.46053134,101.4545678,12.9940365,,,,88.46053134,12.9940365,36.4,C,20111116,20121115,20131029,15.6,15.7,16.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6694,0.49,1.113744082,1.946749544,-0.346318075
853,Harvard Forest LTER,HFRT2,1,10,72017,72021,72021,Acer rubrum,,4,,,0.8,,0.8,100-500kg,,152.598112,137.7509343,152.598112,14.84717771,,,,137.7509343,14.84717771,36.4,C,20111116,20121115,20131029,18.7,19.2,19.5,,,,,,,Colby,Lindsey,Amanda,,,6 STEMS,,,,,,C,,,6695,0.49,1.171643907,2.139094553,-0.432677008
854,Harvard Forest LTER,HFRT2,1,10,na,72023,72023,Tsuga canadensis,,2,,,0,,0,20-100kg,,63.26330989,63.26330989,63.26330989,0,,,,63.26330989,0,36.4,RR,20111116,20121115,20131029,13.6,13.5,13.6,,,,,d,,Colby,Lindsey,Amanda,,,,should be tc wrong id,,,,,C,,,6696,0.38,,1.80115191,
855,Harvard Forest LTER,HFRT2,1,10,na,,,,5125,1.5,,,,0.3,0.3,<1kg,,0.9128423,,,,0.738005177,0.9128423,0.174837124,0.738005177,0.174837124,44.7,C,20111116,20121115,20131029,,,,2.2,2.4,2.5,,,,Colby,Lindsey,Amanda,,,,kl,,,,,R,,,6697,0.62,-0.757366346,-0.131940592,-0.658410902
856,Harvard Forest LTER,HFRT2,1,10,na,,,,5126,1.5,,,,0.1,0.1,<1kg,,0.584677501,,,,0.584677501,0.584677501,0,0.584677501,0,49.1,L,20111116,20121115,20131029,,,,2,2,2.1,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6698,0.38,,-0.233083618,
857,Harvard Forest LTER,HFRT3,1,1,na,210060,210060,Picea abies,,2,Dead,Dead,-0.1,,-0.1,100-500kg,,118.7845048,120.4404207,118.7845048,-1.655915957,,,,120.4404207,-1.655915957,8.1,R,20111114,20121113,20131030,17.7,17.5,17.6,,,,,,,Lindsey,Colby,Amanda,,,B2001,md,,,,,R,,,6699,0.37023,,2.080772264,
858,Harvard Forest LTER,HFRT3,1,1,na,210071,210071,Picea abies,,2,Dead,Dead,-0.1,,-0.1,100-500kg,,122.1098965,123.7929661,122.1098965,-1.683069561,,,,123.7929661,-1.683069561,12,LL,20111114,20121113,20131030,17.9,17.6,17.8,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6700,0.37023,,2.092695969,
859,Harvard Forest LTER,HFRT3,1,1,na,210072,210072,Picea abies,,3,,,0.1,,0.1,100-500kg,,366.1705887,362.9719348,366.1705887,3.198653934,,,,362.9719348,3.198653934,17.4,C,20111114,20121113,20131030,27.8,27.9,27.9,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,C,,,6701,0.37023,0.504967256,2.559873046,-1.414937529
860,Harvard Forest LTER,HFRT3,2,1,na,,,,5243,,Dead,Dead,,,,,,,,,,,,,,,21.3,LL,20121113,20121113,20131030,,,,,1.5,1.8,,,,Lindsey,Colby,Amanda,,,,beech,,,,,,,,6702,0.56,,,
861,Harvard Forest LTER,HFRT3,1,1,na,210131,210131,Picea abies,,2,,,0,,0,100-500kg,,132.4134003,132.4134003,132.4134003,0,,,,132.4134003,0,21.3,C,20111114,20121113,20131030,18.4,18.4,18.4,,,,,,,Lindsey,Colby,Amanda,,,B2002,,,,,,C,,,6703,0.37023,,2.121931938,
862,Harvard Forest LTER,HFRT3,2,1,na,,,,5514,2,,,,,,,,,,,,,,,,,28.1,RR,20121113,20121113,20131030,,,,,1.1,1.3,,,,Lindsey,Colby,Amanda,,,,beech,,,,,,,,6704,0.56,,,
863,Harvard Forest LTER,HFRT3,1,1,na,210121,210121,Pinus strobus,,4,,,1.4,,1.4,>500kg,,899.3163058,824.8812622,899.3163058,74.43504355,,,,824.8812622,74.43504355,28.2,RR,20111114,20121113,20131030,38.9,39.5,40.3,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6705,0.34,1.871777447,2.916391438,-0.315516132
864,Harvard Forest LTER,HFRT3,1,1,na,210119,210119,Quercus rubra,,3,,,0.3,,0.3,100-500kg,,180.7702829,174.4954634,180.7702829,6.274819479,,,,174.4954634,6.274819479,32,LL,20111114,20121113,20131030,20.6,20.6,20.9,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6706,0.56,0.797601236,2.24178414,-0.883736869
865,Harvard Forest LTER,HFRT3,1,1,na,210132,210132,Acer rubrum,,2,,,0.1,,0.1,20-100kg,,58.81281793,57.73005862,58.81281793,1.082759306,,,,57.73005862,1.082759306,35.3,C,20111114,20121113,20131030,13.1,13.1,13.2,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,C,,,6707,0.49,0.034531925,1.761401998,-1.286519574
866,Harvard Forest LTER,HFRT3,1,1,na,210136,210136,Acer rubrum,,1.5,,,,,,,,,,,,,,,,,38.9,L,20111114,20121113,20131030,12.4,,,,,,11_2012,,,Lindsey,Colby,Amanda,,,,dead,,,,,L,,,6708,0.49,,,
867,Harvard Forest LTER,HFRT3,1,1,na,210171,210171,Quercus rubra,,4,,,1.8,,1.8,>500kg,,949.1851497,851.0294822,949.1851497,98.15566755,,,,851.0294822,98.15566755,41.1,LL,20111114,20121113,20131030,39.4,40.1,41.2,,,,,,,Lindsey,Colby,Amanda,,,B2003,,,,,,L,,,6709,0.56,1.991915381,2.929944606,-0.205543073
868,Harvard Forest LTER,HFRT3,2,1,na,,,,5244,1.5,,,,,,,,,,,,,,,,,42.9,LL,20121113,20121113,20131030,,,,,1.3,1.5,,,,Lindsey,Colby,Amanda,,,,striped maple,,,,,,,,6710,0.44,,,
869,Harvard Forest LTER,HFRT3,1,1,na,210173,210173,Fagus grandifolia,,1.5,,,0.4,,0.4,<1kg,,0.393053372,0.204065773,0.393053372,0.188987599,,,,0.204065773,0.188987599,46.8,R,20111114,20121113,20131030,1.3,1.5,1.7,,,,,,,Lindsey,Colby,Amanda,,,G,,,,,,R,,,6711,0.56,-0.723566692,-0.690229831,-0.205894319
870,Harvard Forest LTER,HFRT3,1,1,na,210174,210174,Acer rubrum,,2,,,0.3,,0.3,20-100kg,,75.23948092,71.51764334,75.23948092,3.721837576,,,,71.51764334,3.721837576,48.7,R,20111114,20121113,20131030,14.3,14.2,14.6,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6712,0.49,0.570757416,1.854413195,-0.82005248
871,Harvard Forest LTER,HFRT3,2,1,na,,,,5245,1.5,,,,,,,,,,,,,,,,,49,L,20121113,20121113,20131030,49.5,,,,1.5,1.5,,,,Lindsey,Colby,Amanda,,,,striped maple,,,,,,,,6713,0.44,,,
872,Harvard Forest LTER,HFRT3,1,1,na,210175,210175,Picea abies,,2,,,0.1,,0.1,20-100kg,,97.00620741,95.54954331,97.00620741,1.456664101,,,,95.54954331,1.456664101,50,L,20111114,20121113,20131030,16.1,16,16.2,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6714,0.37023,0.163359417,1.980228616,-1.321812044
873,Harvard Forest LTER,HFRT3,1,2,na,210185,210185,Acer rubrum,,2,,,0.4,,0.4,100-500kg,,176.5725247,168.3511767,176.5725247,8.22134799,,,,168.3511767,8.22134799,7,R,20111114,20121113,20131030,20.3,20.1,20.7,,,,,,,Lindsey,Colby,Amanda,,,2 STEMS,,,,,,R,,,6715,0.49,0.914943031,2.226216156,-0.754719086
874,Harvard Forest LTER,HFRT3,1,2,210185,210186,210186,Acer rubrum,,1.5,,,0.1,,0.1,20-100kg,,99.9586841,98.47590913,99.9586841,1.482774971,,,,98.47590913,1.482774971,7,R,20111114,20121113,20131030,16.3,16.3,16.4,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6716,0.49,0.171075247,1.993329999,-1.323922253
875,Harvard Forest LTER,HFRT3,1,2,na,210231,210231,Quercus rubra,,2.5,,,0.1,,0.1,20-100kg,,77.7828925,76.50494284,77.7828925,1.277949654,,,,76.50494284,1.277949654,14.6,C,20111114,20121113,20131030,14.7,14.6,14.8,,,,,,,Lindsey,Colby,Amanda,,,B2004,,,,,,C,,,6717,0.56,0.106513745,1.883689495,-1.306253377
876,Harvard Forest LTER,HFRT3,2,2,na,,,,5246,2,,,,,,,,,,,,,,,,,15,C,20121113,20121113,20131030,,1.4,1.5,,,,,,,Lindsey,Colby,Amanda,,,,red oak,,,,,,,,6718,0.56,,,
877,Harvard Forest LTER,HFRT3,2,2,na,,,,5247,,,,,,,,,,,,,,,,,,25,LL,20121113,20121113,20131030,,,,,1,1.1,,,,Lindsey,Colby,Amanda,,,,fuzzy bud,,,,,,,,6719,0.63112,,,
878,Harvard Forest LTER,HFRT3,1,2,na,210245,210245,Acer rubrum,,2.5,,,0.2,,0.2,100-500kg,,127.2000217,123.7929661,127.2000217,3.407055576,,,,123.7929661,3.407055576,25.4,RR,20111114,20121113,20131030,17.9,17.9,18.1,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6720,0.49,0.532379218,2.092695969,-1.037142759
879,Harvard Forest LTER,HFRT3,1,2,na,210246,210246,Quercus rubra,,4,,,0.7,,0.7,>500kg,,668.7970882,637.2059962,668.7970882,31.59109202,,,,637.2059962,31.59109202,26.6,R,20111114,20121113,20131030,35,35.4,35.7,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,C,,,6721,0.56,1.499564639,2.804279854,-0.603645252
880,Harvard Forest LTER,HFRT3,1,2,na,210308,210308,Pinus strobus,,4,,,0.6,,0.6,>500kg,,597.9087549,572.5277923,597.9087549,25.38096257,,,,572.5277923,25.38096257,43,L,20111114,20121113,20131030,33.5,33.5,34.1,,,,,,,Lindsey,Colby,Amanda,,,B2005,,,,,,L,,,6722,0.34,1.404508089,2.757796574,-0.663839342
881,Harvard Forest LTER,HFRT3,2,2,na,,,,5248,,,,,,,,,,,,,,,,,,45.6,RR,20121113,20121113,20131030,,,,,1.2,1.3,,,,Lindsey,Colby,Amanda,,,,green shrub,,,,,,,,6723,0.624718,,,
882,Harvard Forest LTER,HFRT3,2,2,na,,,,5249,2,,,,,,,,,,,,,,,,,47.6,R,20121113,20121113,20131030,,,,,1.3,1.4,,,,Lindsey,Colby,Amanda,,,,beech,,,,,,,,6724,0.56,,,
883,Harvard Forest LTER,HFRT3,1,2,na,210309,210309,Betula papyrifera,,3,,,1.2,,1.2,100-500kg,,245.7803572,216.4749114,245.7803572,29.30544579,,,,216.4749114,29.30544579,49.6,L,20111114,20121113,20131030,22.5,22.5,23.7,,,,,,,Lindsey,Colby,Amanda,,,B2006,,,,,,L,,,6725,0.48,1.466948332,2.335407571,-0.284607346
884,Harvard Forest LTER,HFRT3,1,2,na,210310,210310,Acer rubrum,,2,,,0.2,,0.2,20-100kg,,51.48126435,49.49174053,51.48126435,1.989523818,,,,49.49174053,1.989523818,49.7,C,20111114,20121113,20131030,12.3,12.4,12.5,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,C,,,6726,0.49,0.298749143,1.694532727,-0.972150403
885,Harvard Forest LTER,HFRT3,1,3,na,210099,210099,Picea abies,,4,,,0.5,,0.5,>500kg,,650.6344881,628.3454436,650.6344881,22.28904458,,,,628.3454436,22.28904458,2.3,R,20111114,20121113,20131030,34.8,34.9,35.3,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6727,0.37023,1.348091453,2.79819847,-0.7505574
886,Harvard Forest LTER,HFRT3,2,3,210099,,,,5516,,,,,,,,,,,,,,,,,,2.3,,20121113,20121113,20131030,,,,,1.1,1.2,,,,Lindsey,Colby,Amanda,,,,beech,,,,,,,,6728,0.37023,,,
887,Harvard Forest LTER,HFRT3,1,3,na,210100,210100,Fagus grandifolia,,,,,0.5,,0.5,<1kg,,0.658707236,0.338935271,0.658707236,0.319771965,,,,0.338935271,0.319771965,3.8,L,20111114,20121113,20131030,1.6,1.9,2.1,,,,,,,Lindsey,Colby,Amanda,,,G,beech,,,,,L,,,6729,0.56,-0.495159614,-0.469883234,-0.142747189
888,Harvard Forest LTER,HFRT3,1,3,na,210085,210085,Picea abies,,2,,,15.1,,15.1,100-500kg,,145.0623205,3.180410484,145.0623205,141.88191,,,,3.180410484,141.88191,20.1,L,20111114,20121113,20131030,4,18.8,19.1,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6730,0.37023,2.151927026,0.502483176,1.775064644
889,Harvard Forest LTER,HFRT3,1,3,na,210161,210161,Pinus strobus,,4,,,1.1,,1.1,>500kg,,673.3839536,623.94263,673.3839536,49.4413236,,,,623.94263,49.4413236,22.6,L,20111114,20121113,20131030,34.7,35.2,35.8,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6731,0.34,1.694090089,2.795144659,-0.402268406
890,Harvard Forest LTER,HFRT3,1,3,na,210162,210162,Picea abies,,2,,,0.1,,0.1,100-500kg,,123.7929661,122.1098965,123.7929661,1.683069561,,,,122.1098965,1.683069561,25,RR,20111114,20121113,20131030,17.8,17.7,17.9,,,,,,,Lindsey,Colby,Amanda,,,,hemlock,,,,,R,,,6732,0.37023,0.226102066,2.086750863,-1.338961082
891,Harvard Forest LTER,HFRT3,2,3,na,,,,5515,2,,,,,,,,,,,,,,,,,27.2,C,20121113,20121113,20131030,,,,,1.1,1.3,,,,Lindsey,Colby,Amanda,,,,beech,,,,,,,,6733,0.56,,,
892,Harvard Forest LTER,HFRT3,1,3,na,210159,210159,Quercus rubra,,4,,,0.5,,0.5,100-500kg,,337.9768433,322.8872384,337.9768433,15.08960489,,,,322.8872384,15.08960489,30.4,L,20111114,20121113,20131030,26.5,26.6,27,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6734,0.56,1.178677868,2.509050881,-0.703110292
893,Harvard Forest LTER,HFRT3,1,3,na,210146,210146,Acer rubrum,,2.5,,,0.5,,0.5,100-500kg,,122.1098965,113.8977751,122.1098965,8.212121424,,,,113.8977751,8.212121424,32.6,RR,20111114,20121113,20131030,17.3,17.3,17.8,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6735,0.49,0.914455362,2.056515241,-0.627931068
894,Harvard Forest LTER,HFRT3,1,3,na,210145,210145,Picea abies,,1.5,Dead,Dead,0.3,,0.3,20-100kg,,77.7828925,73.98646898,77.7828925,3.796423516,,,,73.98646898,3.796423516,32.9,L,20111114,20121113,20131030,14.5,14.4,14.8,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,C,,,6736,0.37023,0.579374655,1.869152301,-0.822489571
895,Harvard Forest LTER,HFRT3,1,3,na,210217,210217,Acer rubrum,,3,,,0.6,,0.6,100-500kg,,271.8971109,256.0402432,271.8971109,15.85686762,,,,256.0402432,15.85686762,49,R,20111114,20121113,20131030,24.1,24.2,24.7,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6737,0.49,1.200217401,2.408308231,-0.606013773
896,Harvard Forest LTER,HFRT3,1,4,na,210201,210201,Picea abies,,2,Dead,Dead,-0.2,,-0.2,100-500kg,,112.2957571,115.5132161,112.2957571,-3.217459025,,,,115.5132161,-3.217459025,5.9,R,20111114,20121113,20131030,17.4,17.1,17.2,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6738,0.37023,,2.062631676,
897,Harvard Forest LTER,HFRT3,1,4,na,210241,210241,Acer rubrum,,2.5,,,0.1,,0.1,100-500kg,,225.9995574,223.5956685,225.9995574,2.403888882,,,,223.5956685,2.403888882,13.3,L,20111114,20121113,20131030,22.8,22.8,22.9,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6739,0.49,0.380914389,2.349463386,-1.381183151
898,Harvard Forest LTER,HFRT3,1,4,na,210280,210280,Picea abies,,2,,,0.1,,0.1,20-100kg,,95.54954331,94.10588108,95.54954331,1.443662236,,,,94.10588108,1.443662236,18.7,RR,20111114,20121113,20131030,16,16,16.1,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,R,,,6740,0.37023,0.159465596,1.973616765,-1.320746978
899,Harvard Forest LTER,HFRT3,1,4,na,210262,210262,Acer rubrum,,3,,,0.9,,0.9,100-500kg,,311.1076334,285.5431913,311.1076334,25.56444217,,,,285.5431913,25.56444217,23.5,LL,20111114,20121113,20131030,25.2,25.3,26.1,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6741,0.49,1.407636321,2.455671809,-0.434117536
900,Harvard Forest LTER,HFRT3,1,4,na,210263,210263,Acer rubrum,,4,,,0.4,,0.4,100-500kg,,293.9209336,282.7823674,293.9209336,11.1385662,,,,282.7823674,11.1385662,23.5,LL,20111114,20121113,20131030,25.1,25.1,25.5,,,,,,,Lindsey,Colby,Amanda,,,,,,,,,L,,,6742,0.49,1.04682929,2.451452326,-0.791759954
